Date,Adj Close,Close,High,Low,Open,Volume
2026-08-19,122.19000244140625,122.19000244140625,138.55999755859375,121.5,135.85000610351562,12346600
2026-08-20,129.10000610351562,129.10000610351562,130.49000549316406,118.5999984741211,121.91500091552734,9518800
2026-08-21,124.81999969482422,124.81999969482422,133.72000122070312,121.88999938964844,129.3679962158203,9748200
2026-08-24,107.62999725341797,107.62999725341797,112.45999908447266,102.0999984741211,109.125,15016500
2026-08-25,113.1500015258789,113.1500015258789,115.08000183105469,110.23999786376953,111.7750015258789,6735500
2026-08-26,113.76000213623047,113.76000213623047,114.20999908447266,110.01000213623047,110.58999633789062,4878800
2026-08-27,113.27999877929688,113.27999877929688,118.9000015258789,111.30000305175781,117.02999877929688,6254100
2026-08-28,106.2300033569336,106.2300033569336,110.9000015258789,105.1500015258789,110.45999908447266,5716900
2026-08-31,107.69000244140625,107.69000244140625,108.66999816894531,104.05599975585938,107.5199966430664,4609500
2026-09-01,103.38999938964844,103.38999938964844,105.73999786376953,101.2300033569336,104.44999694824219,4893800
2026-09-02,103.12999725341797,103.12999725341797,104.73999786376953,100.80000305175781,102.08999633789062,4092300
2026-09-03,100.37999725341797,100.37999725341797,103.13999938964844,96.95999908447266,101.9000015258789,5918000
2026-09-04,105.52999877929688,105.52999877929688,106.55999755859375,100.54000091552734,101.91000366210938,6840200
2026-09-08,111.55000305175781,111.55000305175781,116.9000015258789,107.80000305175781,108.38999938964844,12081100
2026-09-09,107.93000030517578,107.93000030517578,113.63999938964844,107.62000274658203,110.77999877929688,5977400
2026-09-10,103.29000091552734,103.29000091552734,109.77999877929688,102.98999786376953,104.5,5703900
2026-09-11,105.36000061035156,105.36000061035156,108.66999816894531,104.08000183105469,104.51000213623047,5001400
2026-09-14,95.76000213623047,95.76000213623047,101.12999725341797,95.66999816894531,96.7699966430664,8519400
2026-09-15,95.29000091552734,95.29000091552734,99.79000091552734,95.08000183105469,96.98999786376953,4598500
2026-09-16,96.73999786376953,96.73999786376953,99.5999984741211,94.0,98.19999694824219,7101200
2026-09-17,98.05999755859375,98.05999755859375,102.34700012207031,96.36000061035156,100.7249984741211,7819200
2026-09-18,105.16999816894531,105.16999816894531,105.43499755859375,98.51499938964844,101.06999969482422,9879800
