Date,Adj Close,Close,High,Low,Open,Volume
2026-08-19,85.37448120117188,85.37448120117188,86.89724731445312,76.6189956665039,77.03154754638672,4534447560
2026-08-20,87.6369400024414,87.6369400024414,87.89700317382812,84.08366394042969,85.37183380126953,4371687960
2026-08-21,93.65361022949219,93.65361022949219,94.74337768554688,87.60498809814453,87.63804626464844,7161166024
2026-08-22,93.91252899169922,93.91252899169922,101.75000762939453,91.28316497802734,93.6584701538086,8719705613
2026-08-23,95.44223022460938,95.44223022460938,96.62347412109375,91.81587982177734,93.91322326660156,4711237515
2026-08-24,98.5616683959961,98.5616683959961,98.65320587158203,93.33456420898438,95.44103240966797,5841862285
2026-08-25,96.6035385131836,96.6035385131836,102.58708953857422,96.05950927734375,98.558837890625,6535134478
2026-08-26,102.16743469238281,102.16743469238281,102.28263854980469,95.2346420288086,96.60279846191406,3573894029
2026-08-27,109.20824432373047,109.20824432373047,110.03900146484375,100.63220977783203,102.163818359375,7155838121
2026-08-28,104.126953125,104.126953125,109.91187286376953,102.58251190185547,109.20793151855469,6006683790
2026-08-29,105.65202331542969,105.65202331542969,105.76616668701172,103.14342498779297,104.12696075439453,2051847724
2026-08-30,101.87669372558594,101.87669372558594,107.3084716796875,100.69129943847656,105.65214538574219,2856461629
2026-08-31,102.99690246582031,102.99690246582031,104.82479095458984,100.98350524902344,101.875732421875,3072699027
2026-09-01,99.98687744140625,99.98687744140625,104.29521942138672,98.51537322998047,102.99818420410156,3212628309
2026-09-02,100.3856201171875,100.3856201171875,100.5806884765625,97.45088195800781,99.98672485351562,2681164773
2026-09-03,103.97835540771484,103.97835540771484,105.50759887695312,99.4423828125,100.38726043701172,4006843685
2026-09-04,101.9494857788086,101.9494857788086,104.58451080322266,100.56633758544922,103.9779052734375,3323635657
2026-09-05,103.18762969970703,103.18762969970703,104.2466049194336,101.6900405883789,101.94972229003906,2183017785
2026-09-06,106.4476318359375,106.4476318359375,107.116455078125,103.17562103271484,103.18824005126953,3636915298
2026-09-07,103.8662338256836,103.8662338256836,106.84940338134766,103.11210632324219,106.44831848144531,3048619480
2026-09-08,103.32512664794922,103.32512664794922,104.650146484375,101.84962463378906,103.8661880493164,2815722796
2026-09-09,101.60806274414062,101.60806274414062,104.98393249511719,100.69060516357422,103.32490539550781,2975874780
2026-09-10,98.68991088867188,98.68991088867188,102.10133361816406,98.68991088867188,101.60813903808594,2724393615
2026-09-11,102.39624786376953,102.39624786376953,105.48805236816406,98.62586975097656,98.6902847290039,4430290675
2026-09-12,101.78559112548828,101.78559112548828,102.50067138671875,101.27464294433594,102.39570617675781,1515467936
2026-09-13,99.24577331542969,99.24577331542969,102.26318359375,99.23538970947266,101.78558349609375,1810208961
2026-09-14,102.49505615234375,102.49505615234375,104.66559600830078,99.07793426513672,99.25003814697266,3056074624
2026-09-15,96.88836669921875,96.88836669921875,102.74225616455078,96.3935317993164,102.49525451660156,3727168281
2026-09-16,98.64186096191406,98.64186096191406,98.7246322631836,96.22552490234375,96.88912200927734,3172832119
2026-09-17,101.6033935546875,101.6033935546875,101.83881378173828,98.4560317993164,98.63709259033203,2985379034
2026-09-18,112.5992202758789,112.5992202758789,114.05921173095703,100.9478530883789,101.60353088378906,6481095369
2026-09-19,112.30000305175781,112.30000305175781,113.71883392333984,111.38272857666016,112.61095428466797,5555463168
